GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;12-Jährige;732;699;711
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;13-Jährige;752;705;709
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;14-Jährige;747;711;707
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;15-Jährige;733;718;706
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;16-Jährige;743;726;705
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;17-Jährige;761;736;706
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;18-Jährige;767;747;710
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;19-Jährige;789;762;717
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;20-Jährige;822;779;727
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;21-Jährige;876;798;738
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;22-Jährige;903;817;751
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;23-Jährige;938;836;765
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;24-Jährige;985;854;779
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;25-Jährige;980;872;793
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;26-Jährige;963;887;807
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;27-Jährige;976;901;821
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;28-Jährige;1005;914;834
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;29-Jährige;1019;925;848
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;30-Jährige;1052;933;861
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;31-Jährige;1144;940;875
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;32-Jährige;1128;943;889
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;33-Jährige;1151;945;902
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;34-Jährige;1125;955;915
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;35-Jährige;1104;930;927
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;36-Jährige;1069;920;938
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;37-Jährige;1061;894;948
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;38-Jährige;1062;893;957
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;39-Jährige;1081;878;965
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;40-Jährige;1070;896;971
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;41-Jährige;1074;885;975
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;42-Jährige;1021;906;975
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;43-Jährige;1006;902;975
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;44-Jährige;996;889;983
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;45-Jährige;976;900;956
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;46-Jährige;949;918;944
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;47-Jährige;959;922;916
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;48-Jährige;964;938;912
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;49-Jährige;1040;962;896
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;50-Jährige;1140;1005;911
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;51-Jährige;1179;1021;898
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;52-Jährige;1262;1045;916
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;53-Jährige;1318;1080;910
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;54-Jährige;1348;1063;894
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;55-Jährige;1380;1036;903
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;56-Jährige;1379;1039;918
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;57-Jährige;1399;1057;919
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;58-Jährige;1381;1061;932
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;59-Jährige;1331;1084;952
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;60-Jährige;1305;1162;991
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;61-Jährige;1255;1137;1003
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;62-Jährige;1213;1148;1022
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;63-Jährige;1139;1113;1052
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;64-Jährige;1105;1082;1032
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;65-Jährige;1066;1039;1001
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;66-Jährige;1026;1020;999
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;67-Jährige;998;1009;1012
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;68-Jährige;957;1014;1011
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;69-Jährige;947;992;1027
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;70-Jährige;918;983;1096
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;71-Jährige;908;922;1066
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;72-Jährige;867;895;1070
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;73-Jährige;782;872;1031
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;74-Jährige;724;840;996
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;75-Jährige;620;803;949
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;76-Jährige;536;795;924
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;77-Jährige;702;783;906
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;78-Jährige;696;824;901
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;79-Jährige;656;879;870
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;80-Jährige;772;882;849
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;81-Jährige;779;913;783
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;82-Jährige;732;917;744
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;83-Jährige;642;899;707
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;84-Jährige;560;875;661
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;85-Jährige;499;826;610
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;86-Jährige;438;786;580
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;87-Jährige;363;720;545
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;88-Jährige;258;638;543
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;89-Jährige;223;568;544
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;90-Jährige;193;489;509
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;91-Jährige;170;417;485
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;92-Jährige;135;340;445
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;93-Jährige;106;281;393
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;94-Jährige;78;227;342
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;95-Jährige;58;179;285
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;96-Jährige;42;140;236
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;97-Jährige;28;105;186
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;98-Jährige;19;80;141
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;99-Jährige;13;58;107
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;100 Jahre und mehr;19;117;236
BEV-VARIANTE-09;Starke Steigung der Lebenserwartung (G2L3W2);Insgesamt;Insgesamt;83513;81294;79696
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;unter 1 Jahr;401;310;296
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;1-Jährige;405;310;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;2-Jährige;409;309;304
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;3-Jährige;411;308;307
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;4-Jährige;411;307;310
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;5-Jährige;415;307;312
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;6-Jährige;402;306;313
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;7-Jährige;396;306;314
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;8-Jährige;382;306;315
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;9-Jährige;381;308;315
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;10-Jährige;372;310;315
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;11-Jährige;381;312;314
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;12-Jährige;376;316;313
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;13-Jährige;385;320;313
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;14-Jährige;383;325;312
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;15-Jährige;377;330;312
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;16-Jährige;381;336;312
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;17-Jährige;391;343;313
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;18-Jährige;394;350;316
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;19-Jährige;406;359;321
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;20-Jährige;423;369;328
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;21-Jährige;452;379;335
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;22-Jährige;471;390;343
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;23-Jährige;488;400;350
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;24-Jährige;514;409;358
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;25-Jährige;511;418;365
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;26-Jährige;503;426;372
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;27-Jährige;510;433;378
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;28-Jährige;523;440;385
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;29-Jährige;530;445;391
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;30-Jährige;546;449;397
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;31-Jährige;595;451;404
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;32-Jährige;584;452;410
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;33-Jährige;597;451;416
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;34-Jährige;582;455;423
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;35-Jährige;568;441;429
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;36-Jährige;549;435;434
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;37-Jährige;543;420;439
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;38-Jährige;542;419;444
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;39-Jährige;551;410;448
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;40-Jährige;542;419;451
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;41-Jährige;543;414;452
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;42-Jährige;515;425;453
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;43-Jährige;508;424;452
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;44-Jährige;503;420;454
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;45-Jährige;491;426;441
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;46-Jährige;478;437;434
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;47-Jährige;481;441;419
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;48-Jährige;483;451;417
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;49-Jährige;523;467;408
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;50-Jährige;574;492;416
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;51-Jährige;593;507;410
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;52-Jährige;636;519;420
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;53-Jährige;664;539;419
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;54-Jährige;678;531;413
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;55-Jährige;694;518;418
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;56-Jährige;694;520;427
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;57-Jährige;702;528;429
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;58-Jährige;691;529;437
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;59-Jährige;663;540;450
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;60-Jährige;647;579;472
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;61-Jährige;620;563;483
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;62-Jährige;598;568;492
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;63-Jährige;560;548;508
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;64-Jährige;541;529;497
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;65-Jährige;519;505;482
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;66-Jährige;495;493;480
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;67-Jährige;476;484;484
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;68-Jährige;453;483;481
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;69-Jährige;446;468;487
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;70-Jährige;431;460;518
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;71-Jährige;424;428;499
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;72-Jährige;405;413;499
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;73-Jährige;364;399;476
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;74-Jährige;334;380;453
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;75-Jährige;284;360;426
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;76-Jährige;240;352;410
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;77-Jährige;314;342;395
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;78-Jährige;310;357;387
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;79-Jährige;289;376;366
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;80-Jährige;333;371;351
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;81-Jährige;331;378;316
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;82-Jährige;305;373;294
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;83-Jährige;263;357;273
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;84-Jährige;225;339;247
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;85-Jährige;195;312;222
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;86-Jährige;166;287;203
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;87-Jährige;134;254;184
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;88-Jährige;92;216;176
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;89-Jährige;76;183;169
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;90-Jährige;64;151;150
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;91-Jährige;53;122;136
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;92-Jährige;40;94;118
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;93-Jährige;31;74;97
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;94-Jährige;21;56;79
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;95-Jährige;14;41;61
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;96-Jährige;9;29;46
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;97-Jährige;5;20;34
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;98-Jährige;3;14;23
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;99-Jährige;2;10;16
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;100 Jahre und mehr;3;15;26
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);männlich;Insgesamt;41211;37199;35213
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;unter 1 Jahr;381;294;280
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;1-Jährige;386;294;285
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;2-Jährige;390;294;289
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;3-Jährige;393;294;292
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;4-Jährige;393;293;295
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;5-Jährige;398;292;297
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;6-Jährige;383;292;299
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;7-Jährige;377;291;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;8-Jährige;363;292;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;9-Jährige;362;294;301
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;10-Jährige;354;296;301
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;11-Jährige;363;298;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;12-Jährige;357;302;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;13-Jährige;366;306;299
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;14-Jährige;363;311;299
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;15-Jährige;356;316;299
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;16-Jährige;362;322;300
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;17-Jährige;370;329;302
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;18-Jährige;373;337;305
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;19-Jährige;384;346;310
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;20-Jährige;399;356;317
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;21-Jährige;424;366;324
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;22-Jährige;432;377;333
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;23-Jährige;450;388;342
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;24-Jährige;471;398;350
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;25-Jährige;469;408;359
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;26-Jährige;460;416;366
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;27-Jährige;467;424;373
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;28-Jährige;481;430;379
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;29-Jährige;489;435;385
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;30-Jährige;506;439;391
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;31-Jährige;549;442;397
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;32-Jährige;544;443;403
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;33-Jährige;554;442;409
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;34-Jährige;543;445;414
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;35-Jährige;536;429;420
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;36-Jährige;520;422;425
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;37-Jährige;517;407;430
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;38-Jährige;520;405;434
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;39-Jährige;530;397;438
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;40-Jährige;529;405;440
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;41-Jährige;531;399;442
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;42-Jährige;506;410;443
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;43-Jährige;498;409;441
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;44-Jährige;493;403;444
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;45-Jährige;485;411;428
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;46-Jährige;470;422;421
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;47-Jährige;477;426;406
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;48-Jährige;481;434;403
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;49-Jährige;517;446;395
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;50-Jährige;566;467;402
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;51-Jährige;586;470;396
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;52-Jährige;626;483;406
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;53-Jährige;654;499;404
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;54-Jährige;670;493;398
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;55-Jährige;686;480;405
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;56-Jährige;685;483;415
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;57-Jährige;696;493;417
BEV-VARIANTE-10;Bevölkerungsminimum (G1L1W1);weiblich;58-Jährige;690;498;425
